OSHPD_ID,FACILITY_NAME,LICENSE_NUM,FACILITY_LEVEL_DESC,DBA_ADDRESS1,DBA_CITY,DBA_ZIP_CODE,COUNTY_NAME,ER_SERVICE_LEVEL_DESC,TOTAL_NUMBER_BEDS,LICENSE_CATEGORY_DESC,Hospital_Business_Phone,Chief_Executive_Officer,Title,Hospital_Web-Site_Address,Name_of_Owner,Software_Version,Active_Medical_Staff_Hospital_Based_Board_Certified_Anesthesiology,Active_Medical_Staff_Hospital_Based_Board_Certified_General/Family_Practice,Active_Medical_Staff_Hospital_Based_Board_Certified_Total,Type_of_Control_Church,Type_of_Control_Non-Profit_Corporation,Type_of_Control_Non-Profit_Other,Type_of_Control_Investor_-_Individual,Type_of_Control_Investor_-_Partnership,Type_of_Control_Investor_-_Corporation,Type_of_Control_State,Type_of_Control_County,Type_of_Control_City/County,Type_of_Control_City,Type_of_Control_District,Procedures_Total_Cardiology_Services,Procedures_Total_Gastro-Intestinal_Services,Sessions_Total_Physical_Therapy,Sessions_Total_Occupational_Therapy,Discharges_Total,Visits_Outpatient_Emergency_Services,Outpatient_Visits_Medi-Cal_-_Managed_Care_Emergency_Svcs.__(incl._Psych_ER),Outpatient_Visits_Medi-Cal_-_Managed_Care_Total,Balance_Sheet_Assets_Total_Assets,Income_Statement_Net_Patient_Revenue,Income_Statement_Other_Operating_Revenue,Income_Statement_Total_Operating_Revenue,Income_Statement_Operating_Expenses_Administrative_Services,Income_Statement_Total_Operating_Expenses,Income_Statement_Net_from_Operations,Summary_of_Revenue_and_Costs_Average_Patient_Care_Costs_Per_Unit_Medical/Surgical_Intensive_Care,Summary_of_Revenue_and_Costs_Average_Patient_Care_Costs_Per_Unit_Magnetic_Resonance_Imaging,Summary_of_Revenue_and_Costs_Average_Patient_Care_Costs_Per_Unit_Computed_Tomographic_Scanner,Summary_of_Revenue_and_Costs_Gross_Revenue_Radiology_-_Diagnostic,Summary_of_Revenue_and_Costs_Gross_Revenue_Drugs_Sold_to_Patients,Summary_of_Revenue_and_Costs_Gross_Revenue_Total_Ancillary_Services,Summary_of_Revenue_and_Costs_Gross_Revenue_Total_Operating_Revenue_and_Expense,Average_Hourly_Rate_Management_and_Supervision_Total_Daily_Hospital_Services,Average_Hourly_Rate_Management_and_Supervision_Emergency_Services,Average_Hourly_Rate_Registered_Nurses_Total_Daily_Hospital_Services,Average_Hourly_Rate_Registered_Nurses_Emergency_Services,Average_Hourly_Rate_Aides_and_Orderlies_Total_Daily_Hospital_Services,Average_Hourly_Rate_Clerical_and_Other_Administrative_Emergency_Services,AMI_RAMR,AMI_Deaths,AMI_Numcase,STROKE_RAMR,STROKE_Death,STROKE_NumCase,HFAIL_RAMR,HFAIL_deaths,HFAIL_NumCase
106190524,MISSION COMMUNITY HOSPITAL - PANORAMA CAMPUS,930000101,Parent Facility,14850 ROSCOE BOULEVARD,PANORAMA CITY,91402,LOS ANGELES,Emergency - Basic,145,General Acute Care Hospital,(818) 787-2222,JAMES THEIRING,CEO,WWW.MCHONLINE.ORG,"DEANCO HEALTHCARE, LLC",KPMG,,,4,,1,,,,,,,,,,6517,,7088,,8184,12065,4199,4591,41877680,101561047,1504880,103065927,27673891,103112403,-46476,2063.96,316.35,120.12,3551454,27435038,205640432,322584018,51.22,48.37,44.57,52.91,18.59,15.61,2.2,1,14,0,0,30,1.7,5,153
106190758,PROVIDENCE SAINT JOSEPH MEDICAL CENTER,930000159,Parent Facility,501 S BUENA VISTA STREET,BURBANK,91505,LOS ANGELES,Emergency - Basic,446,General Acute Care Hospital,(818) 843-5111,JULIE SPRENGEL,CEO,WWW.PROVIDENCE.ORG,PROVIDENCE HEALTH & SERVICES,HFS,36,,115,1,,,,,,,,,,,36064,15819,114812,24695,17049,62978,5977,18699,637369818,386262328,13570558,399832886,105900669,443581838,-43748952,2702.51,483.66,216.8,81304436,284460196,1562741659,2215227198,72.34,66.46,53.56,55.79,19.71,24.71,8.2,15,230,9.2,41,374,2.2,17,406
106014337,KAISER FOUNDATION HOSPITAL - SAN LEANDRO,550002678,Parent Facility,2500 MERCED STREET,SAN LEANDRO,94577,ALAMEDA,Emergency - Basic,216,General Acute Care Hospital,(510) 987-3380,BERNARD TYSON,CHAIRMAN,WWW.KP.ORG,KAISER FOUNDATION HOSPITALS,HFS,26,,460,,1,,,,,,,,,,,,6152,,5373,27522,3541,3753,,,,,,,,,,,,,,,,,,,,,5.5,6,46,5.7,12,99,1.6,6,181
106410891,SEQUOIA HOSPITAL,220000045,Parent Facility,170 ALAMEDA DE LAS PULGAS,REDWOOD CITY,94062,SAN MATEO,Emergency - Basic,208,General Acute Care Hospital,(650) 369-5811,GLENNA L VASKELIS,PRESIDENT/CEO,WWW.SEQUOIAHOSPITAL.ORG,SEQUOIA HOSPITAL,KPMG,11,,120,,1,,,,,,,,,,2153,,66287,,5395,19617,3076,5897,545314939,228596553,2545799,231142352,40240849,217801555,13340797,6080.35,713.36,335.55,43034638,69828128,746357959,1049065865,84.96,83.47,80.93,84.29,31.62,34.23,0,0,41,3.6,1,42,0.8,1,107
106301297,PLACENTIA LINDA HOSPITAL,060000157,Parent Facility,1301 NORTH ROSE DRIVE,PLACENTIA,92870,ORANGE,Emergency - Basic,114,General Acute Care Hospital,(714) 993-2000,AUDREY GREGORY,C.E.O,WWW.PLACENTIALINDA.COM,TENET HEALTHCARE CORPORATION,KPMG,,,,,,,,,1,,,,,,11131,4402,13730,,3183,24753,6945,8025,108149833,90851021,1269781,92120802,15285916,76705405,15415397,2273.47,,214.77,32130836,61120899,334455158,458658826,60.62,65.71,46.31,48.58,18.35,20.17,5.9,2,21,7.6,1,42,0.7,1,113
106371256,SCRIPPS GREEN HOSPITAL,080000139,Parent Facility,10666 NORTH TORREY PINES ROAD,LA JOLLA,92037,SAN DIEGO,,173,General Acute Care Hospital,(858) 455-9100,ROBIN BROWN,ADMINISTRATOR,HTTP://WWW.SCRIPPS.ORG/LOCATIONS.ASP?ID=1,SCRIPPS HEALTH,HFS,,,22,,1,,,,,,,,,,,11231,121347,,9216,,,65,757564278,398937919,12672408,411610327,43703641,312437892,99172435,6832.59,318.55,172.95,62002353,96737204,1319062863,1604046088,57.38,,44.75,,17.04,,4.5,5,119,4.6,12,133,1.3,5,227
106370694,SHARP MEMORIAL HOSPITAL,080000039,Parent Facility,7901 FROST STREET,SAN DIEGO,92123,SAN DIEGO,Emergency - Basic,656,General Acute Care Hospital,(858) 939-3400,TIM SMITH,C.E.O,WWW.SHARP.COM,SHARP HEALTHCARE,HFS,,,,,1,,,,,,,,,,60161,5346,199950,75632,31356,65030,3093,21133,1782311118,975572771,14263863,989836634,94391430,799963294,189873340,2612.08,376.94,228.75,96687341,767053589,2819762267,3992930931,62.63,72.01,50.45,48.44,17.67,19.03,8.1,19,253,8.7,34,334,2.1,18,514
106540816,TULARE REGIONAL MEDICAL CENTER,120000585,Parent Facility,869 NORTH CHERRY STREET,TULARE,93274,TULARE,Emergency - Basic,112,General Acute Care Hospital,(559) 688-0821,PAUL WALKER,CEO,WWW.TDGS.ORG,TULARE LOCAL HEALTHCARE DISTRICT,HFS,,,,,,,,,,,,,,1,,,10551,,3807,29135,12343,50674,184592051,62792447,779664,63572111,9191562,69630335,-6058224,2051.95,454.07,237.3,8690141,32400920,155278330,246535141,51.43,50.41,39.79,42.93,12.84,13.19,2.8,1,18,16.2,3,14,1.7,2,64
106281047,QUEEN OF THE VALLEY MEDICAL CENTER,110000060,Parent Facility,1000 TRANCAS STREET,NAPA,94558,NAPA,Emergency - Basic,211,General Acute Care Hospital,(707) 252-4411,WALT MICKENS,CEO,,QUEEN OF THE VALLEY MEDICAL CENTER,HFS,10,,57,1,,,,,,,,,,,12569,9513,96205,35398,7104,25569,2322,16863,436532143,236952945,9195781,246148726,61350103,254185836,-8037110,3763.76,526.9,316.13,63947451,79837322,893091862,1187382416,73.2,67.44,62.53,62.24,24.38,22.41,5.6,7,91,9.9,10,97,2.5,8,167
106171395,SUTTER LAKESIDE HOSPITAL,110000094,Parent Facility,5176 HILL ROAD EAST,LAKEPORT,95453,LAKE,Emergency - Basic,30,General Acute Care Hospital,(707) 252-5000,SIRI NELSON,CAO,WWW.SUTTERLAKESIDE.ORG,SUTTER HEALTH,HFS,1,2,7,,1,,,,,,,,,,7227,,15076,2022,1798,17677,6546,30161,51226734,63552465,714649,64267114,12105662,72703755,-8436641,3998.31,507.88,527.11,6740938,17109251,123640563,191603261,82.7,69.4,64.05,63.72,23.28,25.36,.,.,.,15.6,2,25,3.6,2,40
106190555,CEDARS SINAI MEDICAL CENTER,930000110,Parent Facility,8700 BEVERLY BOULEVARD,LOS ANGELES,90048,LOS ANGELES,Emergency - Basic,886,General Acute Care Hospital,(323) 568-8504,PRISELAC THOMAS,PRESIDENT & CEO,WWW.CEDARS~SINAI.EDU,CEDARS~SINAI MEDICAL CENTER,HFS,,1,620,,1,,,,,,,,,,6275,33303,244519,127247,45343,63179,8585,20806,4182573088,2503766313,238626955,2742393268,400169114,2446080524,296312744,4232.27,518.23,334.5,425664039,1371243949,8516013270,11420594416,92.68,64,55.87,60.57,24.14,22.41,5.2,27,445,5.1,48,573,2.3,47,1070
106420493,MARIAN REGIONAL MEDICAL CENTER,050000040,Parent Facility,1400 EAST CHURCH STREET,SANTA MARIA,93454,SANTA BARBARA,Emergency - Basic,321,General Acute Care Hospital,(805) 739-3000,CHARLES COVA,PRESIDENT/CEO,WWW.MARIANMEDICALCENTER.ORG,DIGNITY HEALTH,KPMG,31,4,127,,1,,,,,,,,,,8763,1008,106040,22437,14657,83275,25289,72140,424565692,383852195,7198660,391050855,54786870,394091257,-3040402,2635.71,654.01,443.33,99177083,146389923,1091401227,1623455404,64.44,65.22,51.54,51.13,18.85,23.37,5.2,6,108,6,19,165,3,12,184
106340951,METHODIST HOSPITAL OF SACRAMENTO,030000064,Parent Facility,7500 HOSPITAL DRIVE,SACRAMENTO,95823,SACRAMENTO,Emergency - Basic,329,General Acute Care Hospital,(916) 423-3000,EUGENE BASSETT,PRESIDENT,WWW.METHODISTSACRAMENTO.ORG,DIGNITY HEALTH,KPMG,6,10,64,,1,,,,,,,,,,18082,2623,154548,,10933,52105,19570,27313,156794495,238033347,2408275,240441622,41107431,252803508,-12361886,2647.15,333.91,244.24,39195691,61192223,599172419,1097750835,59.08,67.08,62.59,65.38,26.26,31.92,3.8,7,60,7.8,10,162,1,5,260
106196405,PALMDALE REGIONAL MEDICAL CENTER,930000085,Parent Facility,38600 MEDICAL CENTER DRIVE,PALMDALE,93551,LOS ANGELES,Emergency - Basic,157,General Acute Care Hospital,(661) 382-5000,RICHARD ALLEN,CEO,WWW.PALMDALEREGIONALHOSPITAL.COM,UNIVERSAL HEALTH SYSTEMS INC,HFS,3,,23,,,,,,1,,,,,,21099,1584,46025,14260,8368,60050,29228,29770,269121953,135217415,557841,135775256,22200901,142860976,-7085720,2931.79,279.01,98.37,22762091,48620849,657608403,929983456,48.61,53.37,43.22,42.85,15.31,15.9,3.1,7,242,7.1,8,99,2.7,11,324
106130760,PIONEERS MEMORIAL HEALTHCARE DISTRICT,090000087,Parent Facility,207 WEST LEGION ROAD,BRAWLEY,92227,IMPERIAL,Emergency - Basic,107,General Acute Care Hospital,(760) 351-3333,LARRY LEWIS,CEO,,PIONEERS MEMORIAL HEALTHCARE DISTRICT,HFS,,,8,,,,,,,,,,,1,14652,,17224,143,5367,39640,9714,22547,69482232,92565289,1023702,93588991,10995173,93834210,-245219,2010.6,397.05,238.12,24072186,42873306,306907326,451616076,56.34,60.34,40.91,40.13,16.02,19.27,10,4,17,5.2,2,56,1.9,2,103
106190380,SOUTHERN CALIFORNIA HOSPITAL AT HOLLYWOOD,930000066,Parent Facility,6245 DE LONGPRE AVENUE,HOLLYWOOD,90028,LOS ANGELES,,100,General Acute Care Hospital,(323) 462-2271,DAVID TOPPER,CEO,WWW.ALTAHOSPITALS.COM,"ALTA HOSPITALS SYSTEM, LLC",KPMG,8,,52,,,,,,1,,,,,,25720,1728,61798,34822,17653,23122,7587,8278,215587847,200733006,6288922,207021928,35564302,189764930,17256998,2108.32,442.27,223.04,12486217,148764414,589738272,925274873,42.68,,46.73,45.41,19.66,22.4,0,0,12,0,0,7,0,0,76
106190708,SHERMAN OAKS HOSPITAL,930000149,Parent Facility,4929 VAN NUYS BOULEVARD,SHERMAN OAKS,91403,LOS ANGELES,Emergency - Basic,153,General Acute Care Hospital,(818) 981-7111,BOCKHI PARK,CEO,SHERMANOAKSHOSPITAL.COM,"PRIME HEALTHCARE SEREVICES FOUNDATION, INC.",HFS,17,,52,,1,,,,,,,,,,3773,463,10002,1757,6027,19509,6295,9443,110933509,94006101,610867,94616968,20186435,81308396,13308572,2052.82,,67.99,6732232,51945942,227879805,381839156,50.33,72.34,42.26,44.29,15.66,,1.2,4,127,0,0,39,0.2,1,163
106190529,METHODIST HOSPITAL OF SOUTHERN CALIFORNIA,930000103,Parent Facility,300 WEST HUNTINGTON DRIVE,ARCADIA,91007,LOS ANGELES,Emergency - Basic,374,General Acute Care Hospital,(626) 445-4441,DAN F. AUSMAN,PRESIDENT / CEO,WWW.METHODISTHOSPITAL.ORG,METHODIST HOSPITAL OF SOUTHERN CALIFORNIA,HFS,21,,71,1,,,,,,,,,,,45230,1903,27319,14389,17052,40556,11409,12462,505158602,292174974,2840418,295015392,60458478,284826758,10188634,2732.11,279.41,192.08,31440211,177260018,873864143,1379405932,63.08,43.23,48.22,48.63,16.13,17.81,4.7,15,193,6.9,24,285,0.8,6,368
106190754,ST. FRANCIS MEDICAL CENTER,930000157,Parent Facility,3630 E. IMPERIAL HIGHWAY,LYNWOOD,90262,LOS ANGELES,Emergency - Basic,384,General Acute Care Hospital,(310) 603-6000,GERALD KOZAI,CEO,WWW.STFRANCISMEDICALCENTER.ORG,DAUGHTERS OF CHARITY,HFS,3,,41,1,,,,,,,,,,,30691,2048,19256,,18857,67373,29695,60917,390777074,338899064,2534246,341433310,73132482,369587775,-28154465,2942.49,910.06,209.84,39028385,100532057,896301138,1452923496,59.39,60.03,67.36,65.88,18.2,21.88,6.7,14,158,9,36,295,1.3,7,447
106420514,SANTA BARBARA COTTAGE HOSPITAL,050000140,Parent Facility,400 W. PUEBLO STREET,SANTA BARBARA,93102,SANTA BARBARA,Emergency - Basic,412,General Acute Care Hospital,(805) 682-7111,RONALD C. WERFT,PRESIDENT,COTTAGEHEALTHSYSTEM.ORG,SANTA BARBARA COTTAGE HOSPITAL,HFS,38,,73,,1,,,,,,,,,,34232,4367,147632,95303,18079,36797,6615,15934,1332677251,594107517,15212019,609319536,120237053,564850735,44468801,3461.28,400.17,305.56,39341854,207683538,976171935,1398673990,77.6,65.65,53.59,54.84,19.66,22.4,4.2,6,193,8.5,50,422,2.8,16,249
106304409,KAISER FOUNDATION HOSPITAL - ORANGE COUNTY - ANAHEIM,060000091,Parent Facility,3440 E LA PALMA AVE,ANAHEIM,92806,ORANGE,Emergency - Basic,262,General Acute Care Hospital,(714) 281-8645,BERNARD TYSON,CHAIRMAN,WWW.KP.ORG,KAISER FOUNDATION HOSPITALS,HFS,45,12,707,,1,,,,,,,,,,,,233211,74772,24959,84812,11193,12280,,,,,,,,,,,,,,,,,,,,,2.9,8,176,5.2,33,494,1.3,11,485
106370755,PALOMAR HEALTH DOWNTOWN CAMPUS,080000083,Parent Facility,555 E. VALLEY PARKWAY,ESCONDIDO,92025,SAN DIEGO,Emergency - Basic,292,General Acute Care Hospital,(760) 739-3000,ROBERT HEMKER,CEO,WWW.PALOMARHEALTH.ORG,PALOMAR POMERADO HEALTH SYSTEM,HFS,32,,134,,,,,,,,,,,1,57266,,191292,76001,25128,84684,15647,22393,1291186449,464807245,7250450,472057695,84967879,523797615,-51739920,2825.55,369.83,155.7,65730200,205085774,1367648100,2093496587,56.75,57.91,48.79,49.13,19.24,21.99,3.5,11,291,9.9,51,493,3,28,549
106361166,MONTCLAIR HOSPITAL MEDICAL CENTER,240000141,Parent Facility,5000 SAN BERNARDINO STREET,MONTCLAIR,91763,SAN BERNARDINO,Emergency - Basic,102,General Acute Care Hospital,(909) 625-5411,ED MIRZABEGIAN,CEO,WWW.MONTCLAIRHOSPITALMEDICALCENTER.COM,PRIME HEALTHCARE FOUNDATION,HFS,3,,48,,,,,,1,,,,,,6100,465,2591,,3599,19929,9348,9608,70190772,46230721,187215,46417936,15181631,49485163,-3067227,2100.3,,243.44,3609854,18298195,104422546,167199648,48.55,50.38,41.83,39.99,14.88,12.92,3.1,1,14,0,0,5,3.4,4,51
106190812,VALLEY PRESBYTERIAN HOSPITAL,930000170,Parent Facility,15107 VANOWEN STREET,VAN NUYS,91405,LOS ANGELES,Emergency - Basic,350,General Acute Care Hospital,(818) 902-5718,GUSTAVO VALDESPINO,PRESIDENT,WWW.VALLEYPRES.ORG,VALLEY PRESBYTERIAN HOSPITAL,HFS,19,,77,,1,,,,,,,,,,3294,4421,68608,,15265,53824,26799,37842,265669112,291602535,8489033,300091568,100819161,293613793,6477775,2873.97,594.89,192.81,15206790,113261896,568228925,850505008,64.34,52.04,51.02,47.57,17.83,21.66,0,0,174,0,0,94,0,0,270
106190587,COLLEGE MEDICAL CENTER,930000117,Parent Facility,2776 PACIFIC AVENUE,LONG BEACH,90806,LOS ANGELES,Emergency - Basic,121,General Acute Care Hospital,(562) 424-7422,JOE AVELINO,CEO,,COLLEGE MEDICAL CENTER,HFS,13,,26,,,,,,1,,,,,,5844,,6673,2864,6095,14515,4968,28529,62590760,61430698,2480560,63911258,29343106,86603109,-22691851,2741.07,563.36,239.85,6878070,39518172,150640960,236503454,48.61,,36.63,24.28,16.39,21.08,4.7,2,9,0,0,18,0,0,53
106400524,SIERRA VISTA REGIONAL MEDICAL CENTER,050000059,Parent Facility,1010 MURRAY STREET,SAN LUIS OBISPO,93405,SAN LUIS OBISPO,Emergency - Basic,164,General Acute Care Hospital,(808) 546-7600,JOSEPH DESCHRYVER,C.E.O,WWW.SIERRAVISTAREGIONAL.COM,TENET HEALTHCARE CORPORATION,KPMG,,,,,,,,,1,,,,,,1765,655,23407,5779,5158,19529,4544,7441,159036270,128724420,1247239,129971659,22323588,127512065,2459594,3020.13,666.84,210.63,15605898,95471195,473252994,706487492,68.64,69.53,55.73,53.05,21.06,34.7,24.4,4,5,9.8,10,98,2.8,1,34
106331168,EISENHOWER MEDICAL CENTER,250000142,Parent Facility,39000 BOB HOPE DRIVE,RANCHO MIRAGE,92270,RIVERSIDE,Emergency - Basic,463,General Acute Care Hospital,(760) 340-3911,G. AUBREY SERFLING,CHIEF EXEC OFFICER,,EISENHOWER MEMORIAL HOSPITAL,HFS,23,,78,,1,,,,,,,,,,105301,1114,206832,35455,17627,48563,8054,17091,887042070,493000915,14857032,507857947,80503670,544227395,-36369448,2962.99,454.73,206.85,100466850,181073906,1817532485,2657972218,60.92,40.65,51.39,53.99,16.8,24.24,6.6,18,342,5.7,27,494,1,8,490
106190680,PROVIDENCE LITTLE COMPANY OF MARY MC - SAN PEDRO,930000142,Parent Facility,1300 WEST SEVENTH STREET,SAN PEDRO,90732,LOS ANGELES,Emergency - Basic,231,General Acute Care Hospital,(310) 832-3311,CARLOS PRIESTLY,ADMINISTRATOR,HTTP://CALIFORNIA.PROVIDENCE.ORG/SANPEDRO,PROVIDENCE HEALTH & SERVICES,HFS,9,,35,1,,,,,,,,,,,10611,1027,50061,38194,6724,38986,13481,25047,135534743,154535066,4021454,158556520,40997619,162923392,-4366872,2734.95,316.1,202.54,17749560,71439095,524257955,767356800,59.02,56.37,50.67,52.33,19.15,20.15,9.5,1,15,6.3,7,91,0.5,1,130
106010846,HIGHLAND HOSPITAL,140000046,Parent Facility,1411 EAST 31ST STREET,OAKLAND,94602,ALAMEDA,Emergency - Basic,249,General Acute Care Hospital,(510) 437-4800,"DANIEL BOGGAN, JR.",INTERIM CEO,WWW.ACMEDCTR.ORG,ALAMEDA HEALTH SYSTEM,HFS,11,,109,,,,,,,,,,,1,28635,4104,37682,26643,14315,73157,22881,108121,387731748,524464555,38744237,563208792,93715877,615051258,-51842466,4735.13,642.23,269.23,35653459,108742377,654341139,1462432309,74.91,76.92,74.62,73.79,28.77,31.09,10.6,6,81,7.9,12,130,3.8,8,314
106540734,KAWEAH DELTA MEDICAL CENTER,120000580,Parent Facility,400 WEST MINERAL KING,VISALIA,93291,TULARE,Emergency - Basic,403,General Acute Care Hospital,(559) 624-2000,LINDSAY MANN,CEO,WWW.KAWEAHDELTA.ORG,KAWEAH DELTA HEALTH CARE DISTRICT,HFS,9,,107,,,,,,,,,,,1,17469,7698,146769,44150,22344,138332,49227,128182,648793406,444279467,29077663,473357130,77895205,464903576,8453554,2188.07,403.92,211.26,35809267,141605331,1090848466,1643991046,55.15,56.61,43.91,43.86,13.46,14.86,5.6,23,416,9.8,33,318,2.3,24,564
106121002,MAD RIVER COMMUNITY HOSPITAL,110000031,Parent Facility,3800 JANES ROAD,ARCATA,95521,HUMBOLDT,Emergency - Basic,78,General Acute Care Hospital,(530) 822-3621,DOUGLAS SHAW,PRESIDENT,WWW.MADRIVERHOSPITAL.COM,AMERICAN HOSPITAL MANAGEMENT CORPORATION,CDL,9,,19,,,,,,1,,,,,,3362,1461,37552,1844,1985,14943,3318,5921,21136485,52775540,312478,53088018,5392588,52458085,629933,2067.52,458.08,98.23,7525573,7069393,102468843,153299887,46.05,40.42,37.13,37.88,12.9,14.37,.,.,.,0,0,14,4.1,2,40
106370977,POMERADO HOSPITAL,080000127,Parent Facility,15615 POMERADO ROAD,POWAY,92064,SAN DIEGO,Emergency - Basic,236,General Acute Care Hospital,(760) 485-6511,ROBERT HEMKER,CEO,WWW.PALOMARHEALTH.ORG,PALOMAR POMERADO HEALTH SYSTEM,HFS,28,,127,,,,,,,,,,,1,14623,,79731,36657,8226,25292,3852,6723,204515406,166802341,1339183,168141524,18670880,162824602,5316922,2641.62,445.75,154.22,20364967,53941320,365386042,600683356,57.36,52.35,49.74,49.53,19.37,21.13,5.7,3,20,9.3,6,68,2.2,6,127
106580996,RIDEOUT MEMORIAL HOSPITAL,230000126,Parent Facility,726 FOURTH ST,MARYSVILLE,95901,YUBA,Emergency - Basic,173,General Acute Care Hospital,(530) 749-4545,ROBERT CHASON,CEO,WWW.FRHG.ORG,FREMONT RIDEOUT HEALTH GROUP,HFS,15,,53,,1,,,,,,,,,,37851,7035,77934,14681,12152,35172,5856,12945,537251516,293632046,3420140,297052186,38897566,276310581,20741605,2635.37,299.52,251.68,15705523,158185508,768571798,1059439711,54.79,56.63,45.93,46.14,13.67,16.1,5.9,13,209,9,16,185,3.8,22,371
106190352,GREATER EL MONTE COMMUNITY HOSPITAL,930000063,Parent Facility,1701 SANTA ANITA AVENUE,SOUTH EL MONTE,91733,LOS ANGELES,Emergency - Basic,117,General Acute Care Hospital,(626) 579-7777,STANLEY TOY,CEO,WWW.GREATERELMONTE.COM,GREATER EL MONTE COMMUNITY HOSPITAL,KPMG,3,,28,,,,,,1,,,,,,7201,568,1504,20,3556,15582,5173,12619,30612895,58699237,817693,59516930,19247395,55564629,3952301,2676.41,910.77,274.81,6401371,35337022,232412448,297512500,51.75,59.49,49.57,47.96,16.02,18.17,11.2,1,5,9,1,19,0,0,40
106301340,ST. JOSEPH HOSPITAL - ORANGE,060000172,Parent Facility,1100 WEST STEWART DRIVE,ORANGE,92868,ORANGE,Emergency - Basic,463,General Acute Care Hospital,(714) 771-8000,STEVEN C. MOREAU,PRESIDENT & CEO,WWW.SJO.ORG,ST. JOSEPH HEALTH,KPMG,51,,124,,1,,,,,,,,,,74588,14587,334257,38268,20298,68591,14517,24931,888003122,547850996,11209224,559060220,106994174,581593767,-22533547,7469.92,428.67,242.27,48683083,228074134,1756146111,2187027713,57.12,56.98,51.16,49.86,20.51,25.1,3.7,13,253,3.5,13,309,2.5,16,377
106190630,POMONA VALLEY HOSPITAL MEDICAL CENTER,930000128,Parent Facility,1798 NORTH GAREY AVENUE,POMONA,91767,LOS ANGELES,Emergency - Basic,437,General Acute Care Hospital,(909) 865-9500,RICHARD E YOCHUM,CEO,WWW.PVHMC.ORG,POMONA VALLEY HOSPITAL MEDICAL CENTER,HFS,19,,61,,1,,,,,,,,,,,17320,296336,37447,20017,84590,30138,88296,405601161,499840202,4636957,504477159,73885685,462454147,42023012,2542.72,484.13,252.39,78223039,435389275,2115951259,3079812885,66.67,67.62,58.73,54.4,23.72,21.45,4.4,16,328,7.9,47,420,3.3,23,408
106361144,CHINO VALLEY MEDICAL CENTER,240000125,Parent Facility,5451 WALNUT AVENUE,CHINO,91710,SAN BERNARDINO,Emergency - Basic,126,General Acute Care Hospital,(909) 464-8600,JAMES LALLY,CEO,WWW.CVMC.COM,VERITAS HEALTH SERVICES INCORPORATED,HFS,2,,45,,,,,,1,,,,,,25335,1802,11336,,5156,37787,14997,16213,107961958,93406368,478629,93884997,27526575,86745990,7139007,3292.87,656.37,135.97,17388619,25747243,246366741,389822954,51.34,71.17,39.66,38.84,14.32,,1.9,1,21,0,0,24,0.6,1,79
106121051,REDWOOD MEMORIAL HOSPITAL,110000173,Parent Facility,3300 RENNER DRIVE,FORTUNA,95540,HUMBOLDT,Emergency - Basic,35,General Acute Care Hospital,(707) 725-3361,"DAVID O'BRIEN, M.D.",CEO,WWW.STJOSEPHEUREKA.ORG,ST. JOSEPH HEALTH SYSTEM,HFS,1,,8,,1,,,,,,,,,,3235,,15532,,1451,11269,2543,4951,74001502,39113836,952731,40066567,7205383,36044529,4022038,3066.59,,,18510546,14098626,105769313,158125043,55,53.11,44.69,45.58,20.72,16.99,.,.,.,29,1,7,5.8,2,17
106450940,SHASTA REGIONAL MEDICAL CENTER,230000023,Parent Facility,1100 BUTTE STREET,REDDING,96001,SHASTA,Emergency - Basic,226,General Acute Care Hospital,(530) 244-5400,RANDALL HEMPLING,CEO,WWW.SHASTAREGIONAL.COM,"PRIME HEALTHCARE SERVICES, INC.",HFS,9,5,99,,,,,,1,,,,,,20649,4446,50363,,7014,39574,10463,22970,96422064,157273691,590130,157863821,30852336,134224802,23639019,2346.04,321.98,111.79,27464076,106507289,704559893,864367646,55.49,56.21,41.07,42.98,13.63,14.36,4.2,9,158,12.5,11,123,0.5,3,254
106341051,"SUTTER MEDICAL CENTER, SACRAMENTO",030000102,Parent Facility,2825 CAPITOL AVE,SACRAMENTO,95816,SACRAMENTO,Emergency - Basic,523,General Acute Care Hospital,(916) 454-2222,CARRIE OWEN-PLIETZ,CEO,SUTTERMEDICALCENTER.ORG,SUTTER HEALTH,HFS,53,,264,,1,,,,,,,,,,16947,3645,101156,9977,28553,79177,33231,55843,1204648963,901987344,22155980,924143324,195173758,823959819,100183505,3757.9,584.24,235.06,64137153,335770247,1935608187,3148939692,77.69,78.43,67.5,66.01,24.46,26.53,6.1,12,136,8.5,29,251,3,11,264
106334564,TEMECULA VALLEY HOSPITAL,550002434,Parent Facility,31700 TEMECULA PKWY,TEMECULA,92592,RIVERSIDE,Emergency - Basic,140,General Acute Care Hospital,(951) 331-2200,DARLENE WETTON,CEO,WWW.TEMECULAVALLEYHOSPITAL.COM,UNIVERSAL HEALTH SYSTEMS INC.,HFS,,,,,,,,,1,,,,,,13839,467,20240,4572,3832,24246,4276,4383,185380763,72460811,352928,72813739,15926310,84800136,-11986397,3457.63,563.55,117.09,10411155,26058300,156912563,253345341,37.34,32.46,65.7,54.19,10.9,14.56,5.3,19,331,8.2,13,149,1.6,6,200
